track_id, year, month, day, hour, i, j, lon, lat, slp, wind10
8, 1980, 9, 17, 0, 9, 84, 266.484375, 10.877172, 9.998500e+04, 1.582561e+01
8, 1980, 9, 17, 6, 9, 84, 266.484375, 10.877172, 1.001890e+05, 1.641036e+01
8, 1980, 9, 17, 12, 10, 84, 267.187500, 10.877172, 1.001290e+05, 1.755591e+01
8, 1980, 9, 17, 18, 10, 84, 267.187500, 10.877172, 1.002000e+05, 1.596559e+01
8, 1980, 9, 18, 0, 10, 83, 267.187500, 11.578925, 1.000940e+05, 1.553319e+01
8, 1980, 9, 18, 6, 10, 83, 267.187500, 11.578925, 1.004740e+05, 1.507647e+01
8, 1980, 9, 18, 12, 11, 83, 267.890625, 11.578925, 1.003780e+05, 1.560417e+01
8, 1980, 9, 18, 18, 11, 83, 267.890625, 11.578925, 1.007310e+05, 1.219180e+01
8, 1980, 9, 19, 0, 11, 83, 267.890625, 11.578925, 1.005230e+05, 1.223193e+01
9, 1980, 9, 22, 6, 18, 76, 272.812500, 16.491196, 1.007120e+05, 1.455232e+01
9, 1980, 9, 22, 18, 15, 74, 270.703125, 17.894702, 1.004410e+05, 1.022595e+01
9, 1980, 9, 23, 0, 14, 72, 270.000000, 19.298207, 1.002560e+05, 1.591006e+01
9, 1980, 9, 23, 6, 12, 72, 268.593750, 19.298207, 1.000240e+05, 1.903786e+01
9, 1980, 9, 23, 12, 10, 72, 267.187500, 19.298207, 9.969700e+04, 2.037253e+01
9, 1980, 9, 23, 18, 9, 71, 266.484375, 19.999960, 9.961500e+04, 2.226118e+01
9, 1980, 9, 24, 0, 8, 71, 265.781250, 19.999960, 9.940100e+04, 1.950641e+01
9, 1980, 9, 24, 6, 8, 71, 265.781250, 19.999960, 9.964500e+04, 2.052340e+01
9, 1980, 9, 24, 12, 7, 71, 265.078125, 19.999960, 9.971700e+04, 1.838695e+01
9, 1980, 9, 24, 18, 7, 71, 265.078125, 19.999960, 1.002420e+05, 1.525549e+01
9, 1980, 9, 25, 0, 7, 70, 265.078125, 20.701713, 1.000290e+05, 1.562850e+01
9, 1980, 9, 25, 6, 7, 70, 265.078125, 20.701713, 1.001670e+05, 1.520822e+01
9, 1980, 9, 25, 12, 7, 69, 265.078125, 21.403466, 9.991900e+04, 1.540292e+01
9, 1980, 9, 25, 18, 7, 69, 265.078125, 21.403466, 1.000840e+05, 1.569236e+01
9, 1980, 9, 26, 0, 6, 69, 264.375000, 21.403466, 1.000460e+05, 1.480608e+01
9, 1980, 9, 26, 6, 5, 69, 263.671875, 21.403466, 1.002840e+05, 1.521907e+01
9, 1980, 9, 26, 12, 4, 68, 262.968750, 22.105219, 1.003410e+05, 1.387552e+01
10, 1980, 10, 6, 18, 98, 60, 329.062500, 27.719241, 9.848100e+04, 2.465319e+01
10, 1980, 10, 7, 0, 99, 59, 329.765625, 28.420994, 9.817000e+04, 2.758786e+01
10, 1980, 10, 7, 6, 98, 59, 329.062500, 28.420994, 9.774100e+04, 2.903670e+01
10, 1980, 10, 7, 12, 96, 59, 327.656250, 28.420994, 9.762600e+04, 3.284661e+01
10, 1980, 10, 7, 18, 94, 58, 326.250000, 29.122746, 9.807900e+04, 2.900000e+01
10, 1980, 10, 8, 0, 92, 58, 324.843750, 29.122746, 9.894400e+04, 2.700296e+01
10, 1980, 10, 8, 6, 90, 56, 323.437500, 30.526252, 9.875200e+04, 2.997482e+01
10, 1980, 10, 8, 12, 88, 55, 322.031250, 31.228004, 9.885400e+04, 2.754941e+01
10, 1980, 10, 8, 18, 86, 54, 320.625000, 31.929757, 9.863700e+04, 2.701870e+01
10, 1980, 10, 9, 0, 84, 54, 319.218750, 31.929757, 9.864100e+04, 3.021738e+01
10, 1980, 10, 9, 6, 83, 54, 318.515625, 31.929757, 9.849100e+04, 3.062025e+01
10, 1980, 10, 9, 12, 83, 53, 318.515625, 32.631509, 9.891700e+04, 2.957786e+01
10, 1980, 10, 9, 18, 83, 51, 318.515625, 34.035014, 9.845000e+04, 3.118108e+01
10, 1980, 10, 10, 0, 84, 49, 319.218750, 35.438519, 9.849100e+04, 3.130016e+01
10, 1980, 10, 10, 6, 84, 48, 319.218750, 36.140271, 9.838100e+04, 3.070147e+01
10, 1980, 10, 10, 12, 86, 47, 320.625000, 36.842024, 9.836800e+04, 3.283733e+01
10, 1980, 10, 10, 18, 89, 44, 322.734375, 38.947280, 9.803300e+04, 3.337814e+01
10, 1980, 10, 11, 0, 92, 41, 324.843750, 41.052537, 9.836300e+04, 3.217204e+01
10, 1980, 10, 11, 6, 95, 36, 326.953125, 44.561296, 9.877700e+04, 2.858706e+01
10, 1980, 10, 11, 12, 97, 33, 328.359375, 46.666551, 9.891200e+04, 2.748709e+01
10, 1980, 10, 11, 18, 101, 29, 331.171875, 49.473557, 9.894300e+04, 2.230359e+01
10, 1980, 10, 12, 0, 105, 25, 333.984375, 52.280561, 9.871300e+04, 2.360191e+01
10, 1980, 10, 12, 6, 106, 21, 334.687500, 55.087563, 9.815500e+04, 2.620840e+01
10, 1980, 10, 12, 12, 108, 19, 336.093750, 56.491064, 9.809600e+04, 2.764218e+01
10, 1980, 10, 12, 18, 109, 17, 336.796875, 57.894563, 9.772400e+04, 2.575733e+01
10, 1980, 10, 13, 12, 108, 17, 336.093750, 57.894563, 9.871600e+04, 2.107178e+01
11, 1981, 5, 25, 0, 2, 87, 261.562500, 8.771913, 1.004820e+05, 1.460856e+01
11, 1981, 5, 25, 6, 1, 87, 260.859375, 8.771913, 1.005670e+05, 1.535741e+01
11, 1981, 5, 25, 12, 0, 87, 260.156250, 8.771913, 1.002460e+05, 1.119732e+01
11, 1981, 5, 25, 18, 0, 87, 260.156250, 8.771913, 1.002690e+05, 1.498566e+01
11, 1981, 5, 26, 0, 0, 86, 260.156250, 9.473666, 1.000150e+05, 1.753625e+01
11, 1981, 5, 26, 6, 0, 86, 260.156250, 9.473666, 1.003190e+05, 1.943631e+01
11, 1981, 5, 26, 12, 0, 85, 260.156250, 10.175419, 1.001750e+05, 1.937937e+01
11, 1981, 5, 26, 18, 0, 84, 260.156250, 10.877172, 1.005480e+05, 1.708567e+01
11, 1981, 5, 27, 0, 0, 83, 260.156250, 11.578925, 1.004750e+05, 1.605272e+01
11, 1981, 5, 27, 6, 0, 83, 260.156250, 11.578925, 1.008380e+05, 1.441839e+01
12, 1981, 8, 9, 6, 85, 82, 319.921875, 12.280678, 1.007550e+05, 1.553641e+01
12, 1981, 8, 9, 12, 83, 81, 318.515625, 12.982431, 1.006200e+05, 1.833712e+01
12, 1981, 8, 9, 18, 80, 80, 316.406250, 13.684184, 1.002480e+05, 2.142008e+01
12, 1981, 8, 10, 0, 77, 79, 314.296875, 14.385937, 1.003500e+05, 2.374742e+01
12, 1981, 8, 10, 6, 74, 78, 312.187500, 15.087690, 9.994000e+04, 2.495055e+01
12, 1981, 8, 10, 12, 71, 78, 310.078125, 15.087690, 1.001780e+05, 2.435077e+01
12, 1981, 8, 10, 18, 69, 78, 308.671875, 15.087690, 1.000050e+05, 2.172763e+01
12, 1981, 8, 11, 0, 67, 78, 307.265625, 15.087690, 1.001880e+05, 2.018167e+01
12, 1981, 8, 11, 6, 65, 77, 305.859375, 15.789443, 1.001700e+05, 1.996121e+01
12, 1981, 8, 11, 12, 63, 76, 304.453125, 16.491196, 1.003810e+05, 2.000850e+01
12, 1981, 8, 11, 18, 61, 75, 303.046875, 17.192949, 1.004310e+05, 1.855209e+01
12, 1981, 8, 12, 0, 59, 74, 301.640625, 17.894702, 1.007200e+05, 1.891904e+01
12, 1981, 8, 12, 6, 56, 72, 299.531250, 19.298207, 1.007040e+05, 1.775528e+01
13, 1981, 9, 1, 0, 42, 59, 289.687500, 28.420994, 1.002190e+05, 1.431258e+01
13, 1981, 9, 1, 6, 44, 59, 291.093750, 28.420994, 1.000290e+05, 1.796218e+01
13, 1981, 9, 1, 12, 46, 58, 292.500000, 29.122746, 9.980400e+04, 1.926655e+01
13, 1981, 9, 1, 18, 48, 57, 293.906250, 29.824499, 9.951200e+04, 2.055164e+01
13, 1981, 9, 2, 0, 51, 56, 296.015625, 30.526252, 9.942300e+04, 2.131009e+01
13, 1981, 9, 2, 18, 50, 50, 295.312500, 34.736767, 9.882000e+04, 2.328454e+01
13, 1981, 9, 3, 6, 50, 51, 295.312500, 34.035014, 9.865700e+04, 2.157522e+01
13, 1981, 9, 3, 12, 50, 50, 295.312500, 34.736767, 9.856700e+04, 1.930518e+01
13, 1981, 9, 3, 18, 50, 49, 295.312500, 35.438519, 9.792700e+04, 2.368882e+01
